Freelancer_ID,Job_Category,Platform,Experience_Level,Client_Region,Payment_Method,Job_Completed,Earnings_USD,Hourly_Rate,Job_Success_Rate,Client_Rating,Job_Duration_Days,Project_Type,Rehire_Rate,Marketing_Spend,Earnings_per_Project,Is_Expert,Region_Short,Job_Range_Label,Hourly_Band,High_Earner,Client_Tier
885,App Development,Fiverr,Expert,Australia,Mobile Banking,24,7682,38.53,90.0,3.8,89,Fixed,39.22,468,320.0833333333333,True,Other,10–99,30$+,True,Mid
886,App Development,Upwork,Intermediate,Europe,Crypto,251,110,27.82,58.93,4.84,20,Hourly,36.38,330,0.43824701195219123,False,Other,100+,10$–30$,False,High
887,Content Writing,Fiverr,Beginner,Canada,PayPal,205,7725,95.88,82.64,4.99,25,Hourly,71.31,255,37.68292682926829,False,North America,100+,30$+,True,High
888,SEO,Freelancer,Beginner,Australia,PayPal,119,172,75.78,61.91,3.09,42,Fixed,73.37,488,1.4453781512605042,False,Other,100+,30$+,False,Mid
889,Digital Marketing,Fiverr,Beginner,Europe,Bank Transfer,193,5666,58.88,54.97,4.52,45,Hourly,44.51,126,29.357512953367877,False,Other,100+,30$+,False,High
890,Graphic Design,Toptal,Beginner,Europe,Crypto,30,1236,34.03,62.16,3.74,31,Hourly,33.11,130,41.2,False,Other,10–99,30$+,False,Mid
891,Web Development,Freelancer,Beginner,Europe,PayPal,58,5208,25.98,86.11,3.78,65,Fixed,17.48,481,89.79310344827586,False,Other,10–99,10$–30$,False,Mid
892,Data Entry,Fiverr,Beginner,Canada,PayPal,174,7914,73.0,92.78,4.51,52,Hourly,76.74,17,45.48275862068966,False,North America,100+,30$+,True,High
893,Digital Marketing,Upwork,Beginner,Canada,Crypto,15,9972,54.57,91.51,4.84,80,Fixed,14.22,206,664.8,False,North America,10–99,30$+,True,High
894,SEO,Fiverr,Expert,Asia,Bank Transfer,31,4139,54.46,69.86,4.9,21,Hourly,30.84,88,133.51612903225808,True,Other,10–99,30$+,False,High
895,App Development,Upwork,Intermediate,Canada,Bank Transfer,87,2522,12.0,83.4,4.15,30,Fixed,30.86,437,28.988505747126435,False,North America,10–99,10$–30$,False,Mid
896,SEO,Toptal,Intermediate,UK,Bank Transfer,294,7500,53.66,60.25,3.71,3,Hourly,32.43,497,25.510204081632654,False,Other,100+,30$+,False,Mid
897,Customer Support,Fiverr,Expert,Canada,Bank Transfer,42,3014,83.16,64.66,4.58,70,Hourly,21.5,242,71.76190476190476,True,North America,10–99,30$+,False,High
898,Graphic Design,Toptal,Expert,Canada,PayPal,91,8154,94.95,94.82,3.5,43,Fixed,64.82,462,89.6043956043956,True,North America,10–99,30$+,True,Mid
899,SEO,Freelancer,Beginner,Canada,Crypto,160,1360,15.13,50.65,4.13,29,Fixed,18.57,349,8.5,False,North America,100+,10$–30$,False,Mid
900,SEO,Upwork,Beginner,Australia,Crypto,290,8396,64.96,54.28,3.72,3,Hourly,54.44,16,28.951724137931034,False,Other,100+,30$+,True,Mid
901,Data Entry,Freelancer,Expert,Canada,PayPal,190,2262,58.99,60.39,4.31,58,Fixed,18.67,465,11.905263157894737,True,North America,100+,30$+,False,Mid
902,Customer Support,Upwork,Beginner,UK,PayPal,186,9504,89.58,51.33,3.48,33,Fixed,14.94,222,51.096774193548384,False,Other,100+,30$+,True,Mid
903,Customer Support,Toptal,Intermediate,Europe,PayPal,147,6842,76.37,59.07,3.38,75,Fixed,73.66,369,46.54421768707483,False,Other,100+,30$+,False,Mid
904,App Development,PeoplePerHour,Intermediate,Australia,Mobile Banking,210,9604,96.7,79.15,4.84,45,Fixed,23.31,362,45.733333333333334,False,Other,100+,30$+,True,High
905,Data Entry,Fiverr,Beginner,USA,Crypto,146,9179,96.2,71.07,3.2,69,Fixed,67.49,209,62.86986301369863,False,Other,100+,30$+,True,Mid
906,Data Entry,Toptal,Beginner,Canada,Crypto,189,8753,26.44,94.63,4.01,32,Hourly,48.12,98,46.31216931216931,False,North America,100+,10$–30$,True,Mid
907,Web Development,Upwork,Beginner,Asia,Crypto,245,8428,73.91,90.87,3.44,82,Fixed,15.45,12,34.4,False,Other,100+,30$+,True,Mid
908,SEO,Upwork,Intermediate,Asia,Bank Transfer,12,1895,55.4,67.09,3.08,84,Fixed,76.88,318,157.91666666666666,False,Other,10–99,30$+,False,Mid
909,SEO,Upwork,Beginner,Europe,PayPal,76,7710,25.39,62.97,3.07,52,Fixed,27.29,269,101.44736842105263,False,Other,10–99,10$–30$,True,Mid
910,Customer Support,Upwork,Expert,Europe,PayPal,292,1752,23.51,68.98,3.35,64,Fixed,70.18,186,6.0,True,Other,100+,10$–30$,False,Mid
911,SEO,Fiverr,Beginner,Australia,PayPal,99,440,12.7,79.51,4.73,40,Hourly,21.82,419,4.444444444444445,False,Other,10–99,10$–30$,False,High
912,Content Writing,Freelancer,Expert,Asia,Mobile Banking,161,704,80.58,63.4,3.56,13,Fixed,69.78,273,4.372670807453416,True,Other,100+,30$+,False,Mid
913,Data Entry,PeoplePerHour,Beginner,USA,Crypto,45,5885,35.83,81.21,4.9,80,Hourly,10.93,132,130.77777777777777,False,Other,10–99,30$+,False,High
914,Digital Marketing,Fiverr,Beginner,Middle East,PayPal,273,4321,86.41,70.47,4.16,89,Hourly,45.82,13,15.827838827838828,False,Other,100+,30$+,False,Mid
915,Customer Support,Upwork,Intermediate,Asia,Mobile Banking,159,9005,62.79,77.6,3.87,74,Fixed,63.86,280,56.63522012578616,False,Other,100+,30$+,True,Mid
916,Graphic Design,Fiverr,Expert,Asia,PayPal,279,3450,69.0,71.81,4.16,29,Fixed,75.44,43,12.365591397849462,True,Other,100+,30$+,False,Mid
917,Customer Support,Toptal,Expert,UK,Bank Transfer,158,5369,32.71,64.72,4.03,63,Hourly,73.64,376,33.98101265822785,True,Other,100+,30$+,False,Mid
918,App Development,Upwork,Expert,Middle East,Crypto,57,6782,48.44,97.42,4.52,84,Hourly,67.37,294,118.98245614035088,True,Other,10–99,30$+,False,High
919,Digital Marketing,PeoplePerHour,Intermediate,Europe,Mobile Banking,183,6724,44.17,88.18,3.56,26,Hourly,72.17,395,36.743169398907106,False,Other,100+,30$+,False,Mid
920,App Development,Upwork,Expert,Middle East,PayPal,244,1135,27.39,57.01,3.71,59,Fixed,23.95,103,4.651639344262295,True,Other,100+,10$–30$,False,Mid
921,Web Development,PeoplePerHour,Intermediate,Asia,Crypto,141,5496,84.09,93.42,4.79,49,Hourly,29.89,444,38.97872340425532,False,Other,100+,30$+,False,High
922,Web Development,PeoplePerHour,Beginner,Europe,Mobile Banking,259,4426,64.1,74.37,4.89,53,Fixed,30.23,61,17.08880308880309,False,Other,100+,30$+,False,High
923,App Development,Freelancer,Beginner,Middle East,Crypto,228,2013,8.56,94.73,4.79,88,Hourly,36.39,52,8.828947368421053,False,Other,100+,<10$,False,High
924,SEO,Freelancer,Expert,Europe,Crypto,184,5227,82.89,89.99,3.84,31,Hourly,37.53,308,28.407608695652176,True,Other,100+,30$+,False,Mid
925,Digital Marketing,Fiverr,Beginner,Europe,Bank Transfer,186,4622,15.07,71.26,4.56,12,Fixed,48.12,411,24.849462365591396,False,Other,100+,10$–30$,False,High
926,SEO,Fiverr,Beginner,Australia,Crypto,263,7593,43.35,51.12,3.95,58,Fixed,21.19,418,28.870722433460077,False,Other,100+,30$+,False,Mid
927,Customer Support,PeoplePerHour,Expert,USA,Mobile Banking,247,8957,59.27,63.43,4.0,36,Hourly,58.39,117,36.26315789473684,True,Other,100+,30$+,True,Mid
928,Content Writing,Upwork,Beginner,Europe,Crypto,100,292,5.73,77.08,3.41,10,Fixed,21.73,320,2.92,False,Other,100+,<10$,False,Mid
929,Web Development,Toptal,Expert,UK,Mobile Banking,201,6560,67.03,81.67,4.18,6,Fixed,31.72,130,32.63681592039801,True,Other,100+,30$+,False,Mid
930,Web Development,Toptal,Expert,Asia,Crypto,18,3965,67.67,62.89,3.37,7,Hourly,45.23,298,220.27777777777777,True,Other,10–99,30$+,False,Mid
931,Digital Marketing,Upwork,Beginner,Asia,PayPal,124,9765,66.99,56.97,3.66,31,Fixed,65.75,305,78.75,False,Other,100+,30$+,True,Mid
932,Web Development,Upwork,Beginner,UK,Bank Transfer,273,887,20.53,91.75,4.71,72,Fixed,61.76,198,3.249084249084249,False,Other,100+,10$–30$,False,High
933,Content Writing,Freelancer,Beginner,Canada,PayPal,175,3373,29.29,99.22,3.41,3,Hourly,55.19,392,19.274285714285714,False,North America,100+,10$–30$,False,Mid
934,Content Writing,Toptal,Beginner,Europe,Bank Transfer,76,3003,28.5,76.28,3.14,47,Hourly,20.9,35,39.51315789473684,False,Other,10–99,10$–30$,False,Mid
935,Content Writing,PeoplePerHour,Beginner,Europe,Mobile Banking,183,9587,96.21,58.58,3.14,85,Fixed,48.29,278,52.387978142076506,False,Other,100+,30$+,True,Mid
936,Graphic Design,Fiverr,Intermediate,Europe,Bank Transfer,174,1482,11.42,63.62,4.88,1,Fixed,16.12,215,8.517241379310345,False,Other,100+,10$–30$,False,High
937,Content Writing,Freelancer,Beginner,Middle East,Crypto,163,6904,45.73,50.92,4.01,45,Fixed,36.42,73,42.355828220858896,False,Other,100+,30$+,False,Mid
938,Content Writing,Toptal,Intermediate,Europe,Crypto,158,7705,87.77,95.71,3.82,54,Hourly,38.95,305,48.765822784810126,False,Other,100+,30$+,True,Mid
939,Graphic Design,Upwork,Expert,Europe,PayPal,86,8481,78.1,55.89,4.62,50,Hourly,12.79,54,98.61627906976744,True,Other,10–99,30$+,True,High
940,SEO,Toptal,Beginner,UK,Bank Transfer,61,8380,83.13,78.83,4.67,79,Fixed,29.18,495,137.37704918032787,False,Other,10–99,30$+,True,High
941,Customer Support,PeoplePerHour,Beginner,USA,Mobile Banking,11,8661,97.37,63.7,3.66,7,Fixed,76.9,380,787.3636363636364,False,Other,10–99,30$+,True,Mid
942,Data Entry,Freelancer,Beginner,USA,Mobile Banking,116,353,41.79,77.71,4.39,63,Fixed,76.75,11,3.043103448275862,False,Other,100+,30$+,False,Mid
943,Web Development,Upwork,Expert,Canada,Crypto,52,2212,34.42,82.57,4.54,15,Hourly,34.66,82,42.53846153846154,True,North America,10–99,30$+,False,High
944,Content Writing,PeoplePerHour,Intermediate,UK,Mobile Banking,84,6536,7.91,91.49,4.31,89,Hourly,13.02,31,77.80952380952381,False,Other,10–99,<10$,False,Mid
945,Web Development,Fiverr,Intermediate,Europe,Crypto,37,4152,19.25,60.32,3.3,67,Fixed,22.54,407,112.21621621621621,False,Other,10–99,10$–30$,False,Mid
946,Digital Marketing,Freelancer,Beginner,USA,Crypto,119,6924,58.39,50.55,4.75,30,Fixed,37.46,85,58.18487394957983,False,Other,100+,30$+,False,High
947,Web Development,PeoplePerHour,Beginner,Australia,Crypto,7,1218,19.98,56.84,4.08,78,Fixed,76.34,450,174.0,False,Other,<10,10$–30$,False,Mid
948,App Development,PeoplePerHour,Beginner,Australia,PayPal,8,465,74.95,95.0,3.56,68,Fixed,19.88,231,58.125,False,Other,<10,30$+,False,Mid
949,SEO,Upwork,Beginner,Australia,PayPal,264,5293,8.54,93.69,3.85,36,Hourly,63.45,410,20.049242424242426,False,Other,100+,<10$,False,Mid
950,Customer Support,Fiverr,Expert,Europe,Crypto,46,199,29.65,79.87,3.08,67,Fixed,17.61,444,4.326086956521739,True,Other,10–99,10$–30$,False,Mid
951,Graphic Design,PeoplePerHour,Beginner,Europe,Crypto,13,6574,71.07,80.03,3.26,5,Fixed,78.69,274,505.6923076923077,False,Other,10–99,30$+,False,Mid
952,Web Development,Freelancer,Expert,Canada,Crypto,149,5949,29.27,83.25,4.53,25,Hourly,36.71,200,39.92617449664429,True,North America,100+,10$–30$,False,High
953,Web Development,PeoplePerHour,Beginner,Asia,Mobile Banking,101,888,74.23,58.77,3.0,11,Fixed,64.27,50,8.792079207920793,False,Other,100+,30$+,False,Low
954,Web Development,Toptal,Intermediate,Canada,Crypto,280,6194,99.61,95.72,3.83,72,Fixed,33.98,319,22.12142857142857,False,North America,100+,30$+,False,Mid
955,Data Entry,Freelancer,Intermediate,Canada,Crypto,146,9938,80.72,70.94,4.05,66,Fixed,53.94,255,68.06849315068493,False,North America,100+,30$+,True,Mid
956,Data Entry,Freelancer,Beginner,Middle East,Bank Transfer,282,9663,37.47,69.16,3.11,28,Fixed,23.44,240,34.265957446808514,False,Other,100+,30$+,True,Mid
957,Digital Marketing,PeoplePerHour,Beginner,Australia,Bank Transfer,31,7516,90.56,75.95,4.95,60,Fixed,20.22,204,242.4516129032258,False,Other,10–99,30$+,False,High
958,Graphic Design,Upwork,Expert,Europe,Bank Transfer,47,1370,9.86,52.35,3.45,10,Fixed,75.66,385,29.148936170212767,True,Other,10–99,<10$,False,Mid
959,Web Development,Freelancer,Beginner,Australia,Bank Transfer,135,1573,73.88,58.31,3.61,50,Hourly,74.24,419,11.651851851851852,False,Other,100+,30$+,False,Mid
960,Web Development,Toptal,Beginner,Canada,Crypto,220,5284,7.22,86.9,3.61,39,Fixed,72.12,476,24.01818181818182,False,North America,100+,<10$,False,Mid
961,Web Development,Upwork,Beginner,Europe,Bank Transfer,98,6194,21.58,54.14,3.46,37,Hourly,53.78,383,63.204081632653065,False,Other,10–99,10$–30$,False,Mid
962,Web Development,Upwork,Intermediate,UK,Mobile Banking,12,602,98.82,80.16,3.0,63,Hourly,66.58,394,50.166666666666664,False,Other,10–99,30$+,False,Low
963,Data Entry,Upwork,Expert,USA,Mobile Banking,90,3806,39.28,62.27,4.46,61,Hourly,14.83,481,42.28888888888889,True,Other,10–99,30$+,False,Mid
964,SEO,Freelancer,Intermediate,USA,Bank Transfer,142,3721,82.95,69.46,4.93,85,Hourly,33.44,195,26.204225352112676,False,Other,100+,30$+,False,High
965,SEO,Upwork,Expert,Canada,PayPal,250,531,40.73,64.43,3.45,38,Fixed,31.96,451,2.124,True,North America,100+,30$+,False,Mid
966,Digital Marketing,PeoplePerHour,Intermediate,Asia,Mobile Banking,25,649,84.8,67.78,4.33,33,Fixed,54.5,243,25.96,False,Other,10–99,30$+,False,Mid
967,App Development,Upwork,Beginner,Australia,Mobile Banking,269,7727,96.72,85.95,4.48,75,Fixed,34.92,319,28.724907063197026,False,Other,100+,30$+,True,Mid
968,Content Writing,Toptal,Intermediate,UK,Bank Transfer,152,9406,46.38,64.86,4.7,45,Fixed,20.4,0,61.88157894736842,False,Other,100+,30$+,True,High
969,Graphic Design,Fiverr,Intermediate,Europe,Bank Transfer,188,9245,58.14,78.32,3.85,44,Hourly,51.75,88,49.17553191489362,False,Other,100+,30$+,True,Mid
970,SEO,Toptal,Expert,Asia,Crypto,231,2032,64.72,73.8,3.61,1,Hourly,67.01,281,8.796536796536797,True,Other,100+,30$+,False,Mid
971,App Development,Freelancer,Expert,Australia,Mobile Banking,296,1684,93.81,83.18,3.65,53,Hourly,36.75,138,5.6891891891891895,True,Other,100+,30$+,False,Mid
972,Customer Support,Upwork,Intermediate,Canada,Bank Transfer,40,7880,29.39,96.84,4.43,47,Fixed,19.26,86,197.0,False,North America,10–99,10$–30$,True,Mid
973,Customer Support,Upwork,Expert,Australia,Bank Transfer,250,3047,63.07,86.63,4.63,33,Hourly,23.77,1,12.188,True,Other,100+,30$+,False,High
974,Web Development,PeoplePerHour,Expert,Canada,Crypto,77,736,35.85,60.75,3.36,67,Fixed,26.62,466,9.558441558441558,True,North America,10–99,30$+,False,Mid
975,Customer Support,Upwork,Expert,Middle East,Mobile Banking,154,5579,25.61,51.56,3.74,15,Hourly,30.99,348,36.22727272727273,True,Other,100+,10$–30$,False,Mid
976,SEO,Toptal,Expert,USA,Bank Transfer,5,1809,13.07,63.11,4.8,14,Fixed,55.0,167,361.8,True,Other,<10,10$–30$,False,High
977,Digital Marketing,Freelancer,Expert,Asia,Crypto,73,7073,63.97,79.75,4.61,23,Hourly,52.07,118,96.89041095890411,True,Other,10–99,30$+,False,High
978,Content Writing,Fiverr,Intermediate,USA,Bank Transfer,297,6258,88.8,52.57,4.97,54,Hourly,58.73,499,21.07070707070707,False,Other,100+,30$+,False,High
979,SEO,Upwork,Expert,Australia,PayPal,234,7284,38.38,74.82,4.51,8,Fixed,35.38,387,31.128205128205128,True,Other,100+,30$+,False,High
980,Digital Marketing,Fiverr,Beginner,UK,PayPal,215,2530,57.5,79.84,3.79,54,Hourly,67.68,79,11.767441860465116,False,Other,100+,30$+,False,Mid
981,Customer Support,Upwork,Intermediate,Europe,Bank Transfer,76,9579,66.0,66.71,4.18,36,Hourly,24.29,110,126.03947368421052,False,Other,10–99,30$+,True,Mid
982,Data Entry,Freelancer,Intermediate,Canada,Mobile Banking,100,7526,44.39,88.55,4.32,84,Fixed,42.83,164,75.26,False,North America,100+,30$+,False,Mid
983,Content Writing,Toptal,Intermediate,Europe,PayPal,88,7820,90.82,55.33,3.16,52,Hourly,66.07,381,88.86363636363636,False,Other,10–99,30$+,True,Mid
984,Digital Marketing,Freelancer,Expert,USA,Crypto,232,164,39.46,53.76,4.09,6,Hourly,22.61,444,0.7068965517241379,True,Other,100+,30$+,False,Mid
985,App Development,Fiverr,Beginner,UK,Bank Transfer,240,618,16.88,86.41,4.42,28,Hourly,17.69,218,2.575,False,Other,100+,10$–30$,False,Mid
986,SEO,Upwork,Expert,UK,Crypto,297,9795,18.68,74.77,3.33,50,Hourly,71.86,4,32.97979797979798,True,Other,100+,10$–30$,True,Mid
987,Data Entry,Fiverr,Intermediate,Europe,PayPal,226,8001,89.63,84.42,4.56,38,Fixed,34.01,398,35.402654867256636,False,Other,100+,30$+,True,High
988,App Development,Toptal,Intermediate,USA,Mobile Banking,227,2739,98.86,71.74,4.17,30,Fixed,57.87,214,12.066079295154186,False,Other,100+,30$+,False,Mid
989,Digital Marketing,Freelancer,Intermediate,Europe,Crypto,285,4640,32.45,62.32,4.9,81,Hourly,11.77,496,16.280701754385966,False,Other,100+,30$+,False,High
990,Digital Marketing,Fiverr,Intermediate,Australia,PayPal,225,3390,18.64,90.96,3.08,73,Fixed,58.3,194,15.066666666666666,False,Other,100+,10$–30$,False,Mid
991,Customer Support,Fiverr,Expert,UK,PayPal,220,3038,50.81,89.97,3.53,54,Hourly,32.13,465,13.809090909090909,True,Other,100+,30$+,False,Mid
992,App Development,Toptal,Beginner,UK,PayPal,235,3201,72.41,84.73,4.2,71,Fixed,13.9,490,13.62127659574468,False,Other,100+,30$+,False,Mid
993,SEO,Upwork,Beginner,Australia,Crypto,173,3065,63.18,63.61,3.59,46,Hourly,52.69,281,17.716763005780347,False,Other,100+,30$+,False,Mid
994,Content Writing,Fiverr,Intermediate,USA,PayPal,46,9063,95.36,79.51,4.43,28,Hourly,26.86,5,197.02173913043478,False,Other,10–99,30$+,True,Mid
995,Data Entry,Toptal,Beginner,UK,Bank Transfer,262,6395,82.69,68.05,4.52,17,Fixed,37.08,378,24.408396946564885,False,Other,100+,30$+,False,High
996,Customer Support,Upwork,Intermediate,Asia,PayPal,200,3624,87.55,54.58,3.21,48,Hourly,15.64,299,18.12,False,Other,100+,30$+,False,Mid
997,Web Development,Upwork,Intermediate,Middle East,Bank Transfer,100,7888,56.46,95.87,4.03,44,Hourly,20.3,57,78.88,False,Other,100+,30$+,True,Mid
998,Graphic Design,Freelancer,Beginner,Middle East,Mobile Banking,18,1658,36.09,56.84,4.02,60,Hourly,30.86,336,92.11111111111111,False,Other,10–99,30$+,False,Mid
999,Content Writing,Toptal,Intermediate,Middle East,Bank Transfer,117,609,71.66,97.51,3.74,60,Hourly,16.28,301,5.205128205128205,False,Other,100+,30$+,False,Mid
1000,Customer Support,Upwork,Beginner,Canada,Mobile Banking,81,6671,46.71,72.3,4.87,5,Fixed,73.76,101,82.35802469135803,False,North America,10–99,30$+,False,High
1001,Data Entry,Freelancer,Intermediate,Asia,Mobile Banking,281,7176,32.34,59.26,4.66,69,Fixed,10.42,425,25.537366548042705,False,Other,100+,30$+,False,High
1002,App Development,PeoplePerHour,Beginner,Canada,Bank Transfer,164,5615,19.47,77.1,4.39,78,Fixed,43.87,47,34.23780487804878,False,North America,100+,10$–30$,False,Mid
1003,Digital Marketing,Toptal,Intermediate,USA,Mobile Banking,123,4485,55.15,93.65,4.43,70,Fixed,18.63,369,36.46341463414634,False,Other,100+,30$+,False,Mid
1004,App Development,PeoplePerHour,Beginner,Australia,Bank Transfer,165,5700,61.45,86.61,3.92,7,Hourly,31.54,410,34.54545454545455,False,Other,100+,30$+,False,Mid
1005,Customer Support,Upwork,Intermediate,Europe,Crypto,150,8853,59.03,90.33,4.84,53,Hourly,74.82,275,59.02,False,Other,100+,30$+,True,High
1006,Data Entry,Toptal,Intermediate,Asia,Mobile Banking,167,1931,16.07,82.94,4.39,17,Hourly,21.32,453,11.562874251497005,False,Other,100+,10$–30$,False,Mid
1007,App Development,Freelancer,Intermediate,USA,Bank Transfer,183,4219,59.15,84.61,4.46,59,Hourly,77.61,370,23.05464480874317,False,Other,100+,30$+,False,Mid
1008,App Development,Upwork,Beginner,Europe,Mobile Banking,93,3913,21.0,92.46,4.72,9,Fixed,24.41,162,42.075268817204304,False,Other,10–99,10$–30$,False,High
1009,Graphic Design,Toptal,Expert,USA,PayPal,227,7486,68.05,62.48,3.55,22,Fixed,61.91,331,32.97797356828194,True,Other,100+,30$+,False,Mid
1010,SEO,Toptal,Intermediate,Canada,Bank Transfer,270,3758,45.79,74.47,4.61,45,Fixed,48.27,431,13.91851851851852,False,North America,100+,30$+,False,High
1011,Customer Support,PeoplePerHour,Intermediate,Middle East,PayPal,243,1759,85.63,61.06,3.39,73,Hourly,71.91,450,7.238683127572016,False,Other,100+,30$+,False,Mid
1012,Graphic Design,Upwork,Beginner,Australia,Mobile Banking,38,7910,78.94,99.38,3.69,59,Hourly,48.78,495,208.1578947368421,False,Other,10–99,30$+,True,Mid
1013,Customer Support,Freelancer,Intermediate,Canada,Mobile Banking,171,1742,73.82,97.2,3.67,80,Hourly,47.42,195,10.187134502923977,False,North America,100+,30$+,False,Mid
1014,Web Development,Freelancer,Intermediate,Australia,Crypto,129,9487,71.57,51.97,4.96,13,Hourly,23.68,376,73.54263565891473,False,Other,100+,30$+,True,High
1015,Web Development,Upwork,Intermediate,Asia,Bank Transfer,228,175,58.25,85.28,4.71,83,Fixed,21.64,435,0.7675438596491229,False,Other,100+,30$+,False,High
1016,Graphic Design,Upwork,Intermediate,Europe,PayPal,154,1249,10.81,96.26,4.4,12,Fixed,74.15,364,8.11038961038961,False,Other,100+,10$–30$,False,Mid
1017,Content Writing,Fiverr,Expert,USA,Crypto,193,6142,67.27,59.03,4.45,36,Fixed,32.95,323,31.82383419689119,True,Other,100+,30$+,False,Mid
1018,Content Writing,PeoplePerHour,Expert,UK,Mobile Banking,47,2761,49.36,78.4,4.12,10,Hourly,36.05,131,58.744680851063826,True,Other,10–99,30$+,False,Mid
1019,App Development,Upwork,Intermediate,UK,Mobile Banking,33,9232,49.61,95.77,4.89,16,Fixed,63.19,422,279.75757575757575,False,Other,10–99,30$+,True,High
1020,App Development,Upwork,Intermediate,Australia,Crypto,124,9763,41.01,51.7,3.99,19,Hourly,33.72,404,78.73387096774194,False,Other,100+,30$+,True,Mid
1021,Digital Marketing,Fiverr,Intermediate,Middle East,PayPal,35,6278,93.26,84.87,3.76,6,Fixed,76.64,491,179.37142857142857,False,Other,10–99,30$+,False,Mid
1022,Web Development,Fiverr,Expert,Middle East,Mobile Banking,185,6045,28.7,64.87,3.33,4,Fixed,61.65,65,32.67567567567568,True,Other,100+,10$–30$,False,Mid
1023,Customer Support,Toptal,Expert,Australia,Mobile Banking,166,8232,35.08,96.22,4.57,30,Hourly,51.82,399,49.59036144578313,True,Other,100+,30$+,True,High
1024,Digital Marketing,Freelancer,Beginner,Canada,Bank Transfer,132,5552,96.49,98.55,4.47,46,Hourly,71.66,390,42.06060606060606,False,North America,100+,30$+,False,Mid
1025,Web Development,PeoplePerHour,Beginner,UK,Crypto,259,5810,81.96,97.21,3.77,27,Hourly,13.47,82,22.43243243243243,False,Other,100+,30$+,False,Mid
1026,Graphic Design,Toptal,Intermediate,Canada,Mobile Banking,298,5632,6.34,73.71,3.05,45,Fixed,27.99,490,18.899328859060404,False,North America,100+,<10$,False,Mid
1027,Content Writing,Upwork,Intermediate,Europe,PayPal,258,2548,91.08,93.1,4.68,85,Fixed,42.55,480,9.875968992248062,False,Other,100+,30$+,False,High
1028,App Development,Fiverr,Expert,UK,Bank Transfer,134,2615,26.53,92.23,3.02,37,Fixed,25.89,264,19.51492537313433,True,Other,100+,10$–30$,False,Mid
1029,Content Writing,Freelancer,Intermediate,Europe,Crypto,16,7039,72.06,65.96,4.41,9,Fixed,62.07,228,439.9375,False,Other,10–99,30$+,False,Mid
1030,Graphic Design,Toptal,Intermediate,USA,PayPal,39,4840,57.54,91.45,4.94,61,Hourly,74.34,272,124.1025641025641,False,Other,10–99,30$+,False,High
1031,Digital Marketing,Freelancer,Expert,Canada,Mobile Banking,202,5074,56.0,51.85,3.88,35,Fixed,39.66,218,25.11881188118812,True,North America,100+,30$+,False,Mid
1032,Digital Marketing,Fiverr,Expert,Australia,Crypto,252,8357,73.2,79.81,3.47,47,Hourly,33.95,224,33.16269841269841,True,Other,100+,30$+,True,Mid
1033,Data Entry,Toptal,Expert,UK,Crypto,114,1081,24.68,61.5,4.41,21,Fixed,77.31,112,9.482456140350877,True,Other,100+,10$–30$,False,Mid
1034,App Development,Toptal,Expert,Canada,PayPal,249,1291,20.11,56.03,4.63,17,Hourly,41.14,139,5.184738955823293,True,North America,100+,10$–30$,False,High
1035,App Development,Freelancer,Beginner,Australia,Crypto,254,1792,66.93,53.85,4.09,55,Hourly,44.23,184,7.05511811023622,False,Other,100+,30$+,False,Mid
1036,Customer Support,Fiverr,Expert,USA,PayPal,167,5759,32.61,84.81,4.93,88,Fixed,34.62,172,34.48502994011976,True,Other,100+,30$+,False,High
1037,App Development,Upwork,Expert,UK,Mobile Banking,52,6049,97.53,66.99,3.1,6,Fixed,73.67,375,116.32692307692308,True,Other,10–99,30$+,False,Mid
1038,Web Development,Toptal,Intermediate,Europe,Bank Transfer,75,4140,47.89,86.24,4.01,35,Hourly,49.83,10,55.2,False,Other,10–99,30$+,False,Mid
1039,Digital Marketing,Upwork,Intermediate,USA,PayPal,138,8210,15.6,53.27,4.44,50,Fixed,63.35,396,59.492753623188406,False,Other,100+,10$–30$,True,Mid
1040,Graphic Design,Fiverr,Intermediate,Middle East,Bank Transfer,243,6933,70.15,65.76,4.73,37,Hourly,66.83,158,28.530864197530864,False,Other,100+,30$+,False,High
1041,Digital Marketing,Toptal,Beginner,Australia,Crypto,72,5179,34.09,76.97,3.36,13,Fixed,33.93,204,71.93055555555556,False,Other,10–99,30$+,False,Mid
1042,Content Writing,Toptal,Expert,UK,PayPal,282,4453,19.12,89.54,4.6,25,Fixed,40.36,229,15.790780141843971,True,Other,100+,10$–30$,False,High
1043,Web Development,Upwork,Expert,UK,Mobile Banking,36,6627,45.17,65.94,4.11,1,Fixed,69.39,25,184.08333333333334,True,Other,10–99,30$+,False,Mid
1044,App Development,PeoplePerHour,Beginner,Asia,PayPal,127,4947,96.6,81.29,3.79,49,Fixed,35.43,318,38.95275590551181,False,Other,100+,30$+,False,Mid
1045,Customer Support,Upwork,Expert,Asia,PayPal,26,213,44.09,94.3,3.26,35,Fixed,65.58,158,8.192307692307692,True,Other,10–99,30$+,False,Mid
1046,Customer Support,Upwork,Intermediate,USA,PayPal,159,3360,38.0,80.79,4.73,83,Hourly,75.87,277,21.132075471698112,False,Other,100+,30$+,False,High
1047,Customer Support,PeoplePerHour,Beginner,UK,Bank Transfer,114,3438,47.23,61.65,3.31,53,Fixed,53.62,389,30.157894736842106,False,Other,100+,30$+,False,Mid
